address_id,postcode,state,country,property_valuation,house_number,street
71,4213,QLD,Australia,9,439,Ridgeway Court
72,4170,QLD,Australia,5,2,Clyde Gallagher Lane
73,2153,New South Wales,Australia,9,97455,Loeprich Lane
74,2073,New South Wales,Australia,10,9527,Ridgeway Street
75,3561,VIC,Australia,1,7,Jackson Point
76,2330,New South Wales,Australia,6,74,Anniversary Junction
77,3977,VIC,Australia,8,2083,Spaight Court
78,2204,New South Wales,Australia,12,2796,Caliangt Circle
79,2086,New South Wales,Australia,11,96061,Ludington Place
80,2226,New South Wales,Australia,11,5037,Merchant Crossing
81,2075,New South Wales,Australia,11,289,Haas Street
82,2038,New South Wales,Australia,12,4423,Bartelt Parkway
83,2069,New South Wales,Australia,12,5,Grim Center
84,2100,New South Wales,Australia,11,73042,Roth Crossing
85,2233,New South Wales,Australia,10,171,Fordem Junction
86,2166,New South Wales,Australia,9,2640,Manley Point
87,3133,VIC,Australia,10,3,Hintze Pass
88,3070,VIC,Australia,10,2,Mcbride Road
89,2777,New South Wales,Australia,7,67234,Transport Hill
90,3133,VIC,Australia,10,72,Dorton Crossing
91,2125,New South Wales,Australia,11,6,Heffernan Center
92,2766,New South Wales,Australia,8,6088,Roxbury Hill
93,2209,New South Wales,Australia,10,105,Shelley Alley
94,2160,New South Wales,Australia,9,079,Merry Park
95,2065,New South Wales,Australia,12,8722,Summit Alley
96,2150,New South Wales,Australia,10,9554,Artisan Pass
97,2168,New South Wales,Australia,9,55850,Butterfield Road
98,2046,New South Wales,Australia,12,68,Little Fleur Crossing
99,4171,QLD,Australia,10,85688,New Castle Crossing
100,2155,New South Wales,Australia,10,8611,Loomis Lane
101,2517,New South Wales,Australia,9,7909,Pierstorff Crossing
102,2096,New South Wales,Australia,12,01,Muir Parkway
103,2750,New South Wales,Australia,8,0410,Division Junction
104,2217,New South Wales,Australia,11,41,Service Lane
105,3977,VIC,Australia,8,5,Moose Road
106,2093,New South Wales,Australia,12,7342,Fieldstone Junction
107,3204,VIC,Australia,11,0,David Terrace
108,4300,QLD,Australia,4,15239,Northwestern Point
109,2170,New South Wales,Australia,9,60,Oneill Street
110,3844,VIC,Australia,1,8194,Sachtjen Drive
111,2168,New South Wales,Australia,8,0349,Farmco Terrace
112,4226,QLD,Australia,6,185,Pennsylvania Way
113,3192,VIC,Australia,10,432,Longview Circle
114,3070,VIC,Australia,7,5814,Bunker Hill Street
115,2485,New South Wales,Australia,2,7,Carberry Crossing
116,2097,New South Wales,Australia,9,53,Talisman Trail
117,4817,QLD,Australia,2,5,Prairie Rose Road
118,2516,New South Wales,Australia,8,84,Florence Parkway
119,3074,VIC,Australia,8,739,Elmside Way
120,2213,New South Wales,Australia,10,684,Northport Circle
121,4508,QLD,Australia,4,8,Hagan Hill
122,4405,QLD,Australia,1,0,Pearson Crossing
123,2452,New South Wales,Australia,5,10918,Merry Way
124,2142,New South Wales,Australia,9,97,Coolidge Trail
125,2205,New South Wales,Australia,7,58,Helena Hill
126,4132,QLD,Australia,3,352,Forster Place
127,2145,New South Wales,Australia,8,12306,Lawn Street
128,4744,QLD,Australia,1,19392,7th Trail
129,2158,New South Wales,Australia,11,1605,Northfield Junction
130,3201,VIC,Australia,6,9674,Graceland Junction
131,4178,QLD,Australia,3,638,Thackeray Junction
132,2112,New South Wales,Australia,10,869,Forster Circle
133,2033,New South Wales,Australia,9,0,Golden Leaf Crossing
134,4401,QLD,Australia,1,215,Lindbergh Trail
135,3186,VIC,Australia,9,829,Washington Crossing
136,2097,New South Wales,Australia,11,585,Loomis Court
137,3058,VIC,Australia,9,68063,Blue Bill Park Center
138,4017,QLD,Australia,6,15673,Farmco Point
139,2315,New South Wales,Australia,3,22,Oxford Junction
140,2285,New South Wales,Australia,5,7245,Cottonwood Center
141,2219,New South Wales,Australia,11,20382,Spohn Alley
142,2065,New South Wales,Australia,11,12375,Cambridge Pass
143,3216,VIC,Australia,8,03,Granby Parkway
144,4509,QLD,Australia,7,939,Coleman Pass
145,2330,NSW,Australia,7,69914,Bowman Place
146,2759,NSW,Australia,9,34457,Springview Street
147,2069,NSW,Australia,12,992,Old Shore Trail
148,2747,NSW,Australia,8,453,Sheridan Street
149,2227,NSW,Australia,8,8,Mccormick Crossing
150,2025,NSW,Australia,10,63344,Holmberg Crossing
151,3191,VIC,Australia,11,9,Huxley Circle
152,3025,VIC,Australia,8,0,Hazelcrest Road
153,2263,NSW,Australia,6,2,Continental Plaza
154,2233,NSW,Australia,10,80,Duke Terrace
155,2154,NSW,Australia,11,860,Hintze Lane
156,2065,NSW,Australia,10,3723,Bunker Hill Circle
157,2119,NSW,Australia,10,5,Corry Court
158,3016,VIC,Australia,10,65105,Sommers Pass
159,4113,QLD,Australia,4,2054,Sommers Pass
160,2032,NSW,Australia,10,22371,Miller Trail
161,4300,QLD,Australia,4,35807,Oneill Way
162,4352,QLD,Australia,6,75612,Clarendon Junction
163,3020,VIC,Australia,6,16,Golf View Center
164,2116,NSW,Australia,9,93,Iowa Junction
165,3057,VIC,Australia,8,48,Cascade Terrace
166,2099,NSW,Australia,11,13950,Jackson Avenue
167,3749,VIC,Australia,4,35386,Mockingbird Road
168,2766,NSW,Australia,8,2,Randy Point
169,2148,NSW,Australia,9,6898,Redwing Park
170,3145,VIC,Australia,11,52273,Bay Place
171,2021,NSW,Australia,8,272,Montana Avenue
172,2333,NSW,Australia,5,82520,Mifflin Drive
173,2783,NSW,Australia,7,8,Dixon Parkway
174,2280,NSW,Australia,9,4,Dayton Terrace
175,4120,QLD,Australia,8,216,Barnett Junction
176,3638,VIC,Australia,1,8256,Annamark Court
177,4300,QLD,Australia,4,83012,Dapin Lane
178,2074,NSW,Australia,10,8,Haas Park
179,2880,NSW,Australia,1,50,Meadow Ridge Way
180,2430,NSW,Australia,5,3567,Northfield Lane
181,4560,QLD,Australia,7,0059,Brentwood Road
182,2088,NSW,Australia,10,0274,Oneill Alley
183,2220,NSW,Australia,11,4179,Carioca Terrace
184,3031,VIC,Australia,4,59265,Sullivan Junction
185,2250,NSW,Australia,9,7,Warbler Point
186,2261,NSW,Australia,7,3,Buell Park
187,3196,VIC,Australia,6,0,Bay Center
188,4352,QLD,Australia,7,10878,Waywood Way
189,4680,QLD,Australia,5,362,Mayer Terrace
190,3143,VIC,Australia,9,43,Upham Crossing
191,2747,NSW,Australia,8,0,Superior Drive
192,2063,NSW,Australia,12,8890,Golden Leaf Street
193,3021,VIC,Australia,7,5484,Hagan Crossing
194,2138,NSW,Australia,8,7451,Jana Lane
195,4005,QLD,Australia,2,7,Havey Point
196,2233,NSW,Australia,9,32,Steensland Plaza
197,4811,QLD,Australia,5,107,Elmside Parkway
198,2085,NSW,Australia,11,2,Gina Junction
199,3084,VIC,Australia,10,4,Londonderry Lane
200,3170,VIC,Australia,9,39716,Vera Junction
201,2066,NSW,Australia,9,183,Ronald Regan Street
202,4113,QLD,Australia,8,2,Thierer Road
203,4078,QLD,Australia,7,056,Stone Corner Alley
204,2222,NSW,Australia,11,528,Mandrake Crossing
205,3152,VIC,Australia,9,19969,5th Parkway
206,2159,NSW,Australia,10,78,Rockefeller Park
207,4503,QLD,Australia,4,417,Transport Trail
208,4655,QLD,Australia,4,6327,Lunder Crossing
209,4220,QLD,Australia,9,811,Tony Road
210,4012,QLD,Australia,3,0,Northport Court
211,2153,NSW,Australia,10,231,Havey Court
212,2070,NSW,Australia,11,603,Kenwood Avenue
213,2015,NSW,Australia,8,09040,Myrtle Parkway
214,2776,NSW,Australia,8,05241,Shelley Park
215,3011,VIC,Australia,8,7,Pankratz Point
216,2761,NSW,Australia,8,51,Crescent Oaks Parkway
217,2015,NSW,Australia,11,49,Emmet Junction
218,2502,NSW,Australia,7,78,Surrey Place
219,2110,NSW,Australia,12,6236,Summerview Terrace
220,2566,NSW,Australia,9,682,Sheridan Avenue
221,2519,NSW,Australia,7,04139,Delladonna Place
222,2506,NSW,Australia,9,2,Scott Circle
223,2209,NSW,Australia,7,92253,Kensington Drive
224,2116,NSW,Australia,10,93,Westend Terrace
225,2075,NSW,Australia,11,4,5th Point
226,2226,NSW,Australia,10,11667,Blackbird Street
227,2145,NSW,Australia,9,0,Sommers Circle
228,2508,NSW,Australia,10,2,Northridge Street
229,2036,NSW,Australia,10,816,Spohn Center
230,2018,NSW,Australia,8,98,Service Court
231,3666,VIC,Australia,2,6,Morning Park
232,2021,NSW,Australia,11,4263,Hanson Place
233,2750,NSW,Australia,8,6159,Katie Street
234,4514,QLD,Australia,3,95,Eliot Street
235,2525,NSW,Australia,9,0,Westend Park
236,4152,QLD,Australia,7,39988,Porter Pass
237,2200,NSW,Australia,9,0796,Melody Park
238,2250,NSW,Australia,8,2914,Vahlen Lane
239,3023,VIC,Australia,6,65,Kinsman Trail
240,3500,VIC,Australia,1,07227,Hoard Terrace
241,4300,QLD,Australia,5,25503,Evergreen Drive
242,2283,NSW,Australia,4,2,2nd Plaza
243,2102,NSW,Australia,10,122,Melrose Drive
244,2204,NSW,Australia,11,37024,Anniversary Place
245,2040,NSW,Australia,10,91141,Huxley Parkway
246,2749,NSW,Australia,8,04,Fallview Trail
247,2304,NSW,Australia,7,8029,Gulseth Center
248,2340,NSW,Australia,7,77248,Columbus Drive
249,3580,VIC,Australia,1,0850,Schmedeman Drive
250,3355,VIC,Australia,2,131,Northfield Parkway
251,2287,NSW,Australia,7,5130,Manley Court
252,2324,NSW,Australia,5,879,Coolidge Point
253,2323,NSW,Australia,6,6759,Nevada Point
254,2320,NSW,Australia,6,8208,Parkside Point
255,4680,QLD,Australia,2,15,Straubel Way
256,2346,NSW,Australia,1,7,Eastlawn Street
257,2031,NSW,Australia,10,42067,Duke Terrace
258,2064,NSW,Australia,9,50,Everett Way
259,2176,NSW,Australia,10,454,Green Ridge Avenue
260,3195,VIC,Australia,9,19220,Evergreen Crossing
261,2010,NSW,Australia,10,109,Tomscot Avenue
262,2768,NSW,Australia,10,48,Arizona Drive
263,2752,NSW,Australia,9,92,Lyons Place
264,3802,VIC,Australia,7,47,Jana Junction
265,3071,VIC,Australia,10,90173,Oneill Place
266,4735,QLD,Australia,2,6262,Elgar Avenue
267,2065,NSW,Australia,12,5668,Corscot Circle
268,3081,VIC,Australia,9,8,Texas Plaza
269,3205,VIC,Australia,8,32062,Oak Terrace
270,2165,NSW,Australia,4,07158,Roth Pass
271,3125,VIC,Australia,8,370,Portage Parkway
272,4214,QLD,Australia,8,19795,Bultman Circle
273,2030,NSW,Australia,12,3,Corscot Crossing
274,2036,NSW,Australia,11,34,Kim Center
275,2767,NSW,Australia,8,8,Starling Pass
276,2798,NSW,Australia,6,36,Vidon Parkway
277,4211,QLD,Australia,5,8,Riverside Place
278,4508,QLD,Australia,6,28604,Bellgrove Circle
279,2032,NSW,Australia,11,2,Cottonwood Road
280,2117,NSW,Australia,12,58,Parkside Hill
281,4551,QLD,Australia,7,747,Thackeray Circle
282,2765,NSW,Australia,8,5583,Prairie Rose Trail
283,3064,VIC,Australia,7,071,Cardinal Point
284,2023,NSW,Australia,9,7169,North Lane
285,2766,NSW,Australia,9,6923,Tennessee Circle
286,3810,VIC,Australia,5,8207,Cascade Court
287,4151,QLD,Australia,8,2,Brentwood Place
288,2830,NSW,Australia,2,00,5th Lane
289,3030,VIC,Australia,7,807,Beilfuss Crossing
290,4812,QLD,Australia,6,76,Graedel Street
291,2141,NSW,Australia,8,29886,Crownhardt Crossing
292,3810,VIC,Australia,7,1,Drewry Junction
293,3029,VIC,Australia,8,83,Brickson Park Drive
294,2173,NSW,Australia,9,95,Almo Junction
295,3199,VIC,Australia,9,08,Golf View Plaza
296,2320,NSW,Australia,7,6170,Buena Vista Way
297,4506,QLD,Australia,7,0,Orin Place
298,2516,NSW,Australia,9,20924,Banding Crossing
299,2035,NSW,Australia,11,91193,Petterle Road
300,2747,NSW,Australia,4,01459,Fremont Place
301,3030,VIC,Australia,3,58,Spenser Circle
302,3152,VIC,Australia,9,93,Lawn Park
303,3340,VIC,Australia,5,5982,Mosinee Avenue
304,3182,VIC,Australia,7,37006,Hoard Circle
305,2450,NSW,Australia,9,06,Corry Pass
306,2227,NSW,Australia,10,099,Nova Plaza
307,2216,NSW,Australia,10,252,Mockingbird Plaza
308,3796,VIC,Australia,8,990,Kensington Park
309,3064,VIC,Australia,3,706,Anniversary Alley
310,3197,VIC,Australia,10,52,Corben Place
311,3064,VIC,Australia,7,4270,Loeprich Lane
312,2232,NSW,Australia,10,2,Clyde Gallagher Drive
313,2365,NSW,Australia,2,671,American Ash Way
314,2747,NSW,Australia,8,93,American Ash Avenue
315,4701,QLD,Australia,2,1108,Nevada Junction
316,4503,QLD,Australia,5,41,Spaight Road
317,4350,QLD,Australia,6,5,Schurz Place
318,4210,QLD,Australia,9,82,8th Alley
319,2223,NSW,Australia,9,84,Lawn Way
320,4122,QLD,Australia,8,0,Coolidge Avenue
321,2515,NSW,Australia,10,0,Graceland Plaza
322,4214,QLD,Australia,8,8717,Mandrake Place
323,3437,VIC,Australia,8,2,Thierer Lane
324,3338,VIC,Australia,4,19507,Red Cloud Park
325,2203,NSW,Australia,9,3,Golf Course Avenue
326,2088,NSW,Australia,8,042,Bunker Hill Avenue
327,4226,QLD,Australia,8,45793,Nancy Plaza
328,4213,QLD,Australia,5,314,Northland Plaza
329,3356,VIC,Australia,2,3093,Mockingbird Place
330,3223,VIC,Australia,6,82,Mcbride Trail
331,3032,VIC,Australia,8,24044,Bonner Hill
332,3105,VIC,Australia,10,1,Rowland Circle
333,3101,VIC,Australia,12,7,Arapahoe Pass
334,2763,NSW,Australia,8,7905,Spaight Alley
335,2089,NSW,Australia,10,8,Grayhawk Circle
336,2759,NSW,Australia,8,3,Lyons Road
337,2040,NSW,Australia,10,72419,Eagan Road
338,2126,NSW,Australia,11,6860,Green Ridge Avenue
339,2147,NSW,Australia,9,85,Straubel Park
340,2251,NSW,Australia,9,08,Ronald Regan Plaza
341,2155,NSW,Australia,10,44621,Linden Drive
342,2153,NSW,Australia,9,3,Moulton Lane
343,2768,NSW,Australia,10,7633,Mayer Plaza
344,3127,VIC,Australia,11,98,Westerfield Trail
345,3087,VIC,Australia,9,1826,Hazelcrest Park
346,3131,VIC,Australia,10,98,Sutteridge Point
347,4350,QLD,Australia,6,6,Sunbrook Center
348,3134,VIC,Australia,9,143,Elka Circle
349,2830,NSW,Australia,5,0293,Porter Crossing
350,2193,NSW,Australia,8,7447,Nevada Park
351,4055,QLD,Australia,3,7,Park Meadow Drive
352,3199,VIC,Australia,9,780,Carberry Place
353,2170,NSW,Australia,9,5337,Dennis Pass
354,2322,NSW,Australia,4,7,Debs Point
355,2530,NSW,Australia,7,708,Russell Parkway
356,2075,NSW,Australia,11,66286,Homewood Alley
357,2340,NSW,Australia,7,8728,Express Way
358,2066,NSW,Australia,12,93583,Moland Way
359,4217,QLD,Australia,9,18264,Maryland Way
360,4020,QLD,Australia,5,411,Homewood Lane
361,2096,NSW,Australia,10,8,Mariners Cove Drive
362,2179,NSW,Australia,12,279,Jenna Circle
363,4127,QLD,Australia,6,382,Maywood Parkway
364,3130,VIC,Australia,10,6085,Petterle Circle
365,4570,QLD,Australia,4,06324,Michigan Trail
366,3215,VIC,Australia,4,92808,Mallard Terrace
367,3101,VIC,Australia,8,841,Anderson Drive
368,3931,VIC,Australia,9,67884,Fair Oaks Parkway
369,3165,VIC,Australia,10,1823,Judy Center
370,2166,NSW,Australia,9,953,Eliot Crossing
371,3936,VIC,Australia,7,90761,Shasta Pass
372,2265,NSW,Australia,5,259,Barnett Crossing
373,2203,NSW,Australia,9,0,Brown Trail
374,3034,VIC,Australia,7,3467,Prairie Rose Lane
375,4670,QLD,Australia,1,24,Scoville Parkway
376,2062,NSW,Australia,12,010,Namekagon Parkway
377,2162,NSW,Australia,5,99826,Steensland Avenue
378,4170,QLD,Australia,8,28809,Mesta Pass
379,3033,VIC,Australia,7,201,Randy Parkway
380,2170,NSW,Australia,9,58211,Surrey Crossing
381,2749,NSW,Australia,8,720,Menomonie Avenue
382,2144,NSW,Australia,10,4604,Cordelia Drive
383,3805,VIC,Australia,8,3788,Service Trail
384,2047,NSW,Australia,9,8,Holy Cross Center
385,2100,NSW,Australia,10,740,Calypso Drive
386,2642,NSW,Australia,2,9457,Arizona Plaza
387,3228,VIC,Australia,8,75,Bartillon Street
388,2145,NSW,Australia,10,7,Reinke Junction
389,2287,NSW,Australia,5,7343,Washington Road
390,3444,VIC,Australia,7,3,Valley Edge Trail
391,2076,NSW,Australia,11,32,Farragut Avenue
392,4124,QLD,Australia,7,5,Florence Hill
393,3191,VIC,Australia,12,095,Prairieview Circle
394,4305,QLD,Australia,3,47226,Algoma Place
395,3195,VIC,Australia,11,564,Northview Junction
396,2579,NSW,Australia,5,5359,Alpine Hill
397,2835,NSW,Australia,1,586,Miller Parkway
398,3337,VIC,Australia,3,32571,Dixon Center
399,2536,NSW,Australia,4,333,Bunting Crossing
400,2770,NSW,Australia,8,1,Red Cloud Street
401,2646,NSW,Australia,1,07,New Castle Circle
402,2756,NSW,Australia,8,78152,Harper Parkway
403,3133,VIC,Australia,10,981,West Way
404,2066,NSW,Australia,9,8,Monterey Plaza
405,2750,NSW,Australia,8,25,Graceland Way
406,2750,NSW,Australia,8,41605,Mitchell Street
407,4558,QLD,Australia,3,42,Upham Pass
408,2211,NSW,Australia,9,17,Sunfield Road
409,2570,NSW,Australia,8,84549,Jenifer Crossing
410,2170,NSW,Australia,9,5449,Jenna Road
411,4552,QLD,Australia,4,05,Butternut Crossing
412,3082,VIC,Australia,8,7427,Fuller Trail
413,2360,NSW,Australia,1,713,Eastwood Terrace
414,4223,QLD,Australia,8,7526,Artisan Parkway
415,3183,VIC,Australia,7,3,Oriole Place
416,2330,NSW,Australia,3,690,Hanson Center
417,2031,NSW,Australia,11,509,Fisk Hill
418,4370,QLD,Australia,2,27,Petterle Center
419,3150,VIC,Australia,11,3,Annamark Avenue
420,2549,NSW,Australia,3,311,Dapin Point
421,3040,VIC,Australia,8,15082,Crest Line Plaza
422,2065,NSW,Australia,11,1,Carey Pass
423,2065,NSW,Australia,10,8,Moland Pass
424,2340,NSW,Australia,3,25386,Fallview Place
425,4209,QLD,Australia,7,8078,Talisman Trail
426,4173,QLD,Australia,7,6920,Dwight Circle
427,2065,NSW,Australia,10,9,Lukken Parkway
428,3204,VIC,Australia,2,09,Graceland Junction
429,2210,NSW,Australia,10,155,Basil Junction
430,2068,NSW,Australia,12,4284,Surrey Circle
431,2085,NSW,Australia,10,4,Almo Plaza
432,3064,VIC,Australia,7,91,Porter Pass
433,3074,VIC,Australia,4,007,Gerald Place
434,3806,VIC,Australia,8,8788,Armistice Trail
435,2259,NSW,Australia,6,1693,Artisan Hill
436,2260,NSW,Australia,8,532,Emmet Way
437,4074,QLD,Australia,6,3,Sutteridge Park
438,4215,QLD,Australia,7,25522,Mosinee Point
439,2160,NSW,Australia,6,421,Bobwhite Road
440,3008,VIC,Australia,5,41,Ronald Regan Center
441,2217,NSW,Australia,9,3,Loomis Crossing
442,2213,NSW,Australia,10,93,Jana Junction
443,2748,NSW,Australia,10,528,Buell Crossing
444,2567,NSW,Australia,7,261,Northport Lane
445,2096,NSW,Australia,10,98,Scott Parkway
446,3192,Victoria,Australia,10,8385,Lien Drive
447,3015,Victoria,Australia,8,24919,Artisan Court
448,2170,NSW,Australia,10,37093,Manitowish Center
449,4221,QLD,Australia,10,9,Monterey Point
450,2233,NSW,Australia,10,6,Mariners Cove Center
451,2145,NSW,Australia,7,572,Gerald Trail
452,2759,NSW,Australia,9,7,Farmco Trail
453,3121,Victoria,Australia,8,19964,Nancy Drive
454,4870,QLD,Australia,5,57,Columbus Road
455,3337,Victoria,Australia,2,455,Hooker Lane
456,2118,NSW,Australia,10,0777,Farwell Pass
457,2259,NSW,Australia,6,23,Glacier Hill Avenue
458,2760,NSW,Australia,7,8750,Lakewood Gardens Park
459,3150,Victoria,Australia,11,0619,Dorton Plaza
460,2770,NSW,Australia,5,3469,Service Road
461,2763,NSW,Australia,9,9,Dahle Place
462,2050,NSW,Australia,9,8,Dayton Park
463,3058,Victoria,Australia,9,091,Farragut Crossing
464,2074,NSW,Australia,12,70488,Logan Court
465,2120,NSW,Australia,11,0,Golf Lane
466,3812,Victoria,Australia,8,663,Bellgrove Parkway
467,2147,NSW,Australia,9,9907,Morningstar Pass
468,3111,Victoria,Australia,9,29,South Point
469,2567,NSW,Australia,9,91,Eagle Crest Circle
470,3012,Victoria,Australia,10,781,Dorton Avenue
471,4217,QLD,Australia,8,47,Dwight Road
472,2197,NSW,Australia,9,6674,Russell Center
473,2142,NSW,Australia,8,84041,Holy Cross Circle
474,2340,NSW,Australia,4,340,Northview Circle
475,2320,NSW,Australia,6,74011,Manufacturers Street
476,2155,NSW,Australia,9,30991,Macpherson Parkway
477,2046,NSW,Australia,9,40504,Tennyson Drive
478,3162,Victoria,Australia,9,76369,Ridge Oak Place
479,2037,NSW,Australia,9,51188,Annamark Hill
480,2428,NSW,Australia,3,00976,Sundown Lane
481,3141,Victoria,Australia,7,87,Stone Corner Park
482,3178,Victoria,Australia,9,9,Westridge Road
483,3564,Victoria,Australia,2,4671,Buell Trail
484,3550,Victoria,Australia,4,3743,Melody Avenue
485,3070,Victoria,Australia,11,8670,Pine View Street
486,3775,Victoria,Australia,10,31,Twin Pines Trail
487,3004,Victoria,Australia,9,11731,3rd Hill
488,4226,QLD,Australia,10,411,Lien Place
489,2026,NSW,Australia,10,431,Ilene Center
490,3185,Victoria,Australia,9,4,Pond Parkway
491,2015,NSW,Australia,9,61293,Delladonna Way
492,3012,Victoria,Australia,9,6390,Truax Park
493,2447,NSW,Australia,3,470,Bunting Center
494,3143,Victoria,Australia,7,02,Boyd Crossing
495,3910,Victoria,Australia,7,2639,Brown Road
496,3621,Victoria,Australia,8,0897,Little Fleur Way
497,4702,QLD,Australia,3,353,Stuart Trail
498,2133,NSW,Australia,10,9,Rowland Road
499,3075,Victoria,Australia,7,830,Summit Center
500,2069,NSW,Australia,9,4754,Moulton Alley
501,3911,Victoria,Australia,10,808,Debra Center
502,2250,NSW,Australia,8,8739,Service Park
503,2487,NSW,Australia,9,4,Thackeray Pass
504,4123,QLD,Australia,6,9,Bayside Hill
505,2151,NSW,Australia,8,20373,Kensington Pass
506,2428,NSW,Australia,3,7,Hooker Place
507,3156,Victoria,Australia,8,089,Old Shore Point
508,3126,Victoria,Australia,12,5723,Raven Drive
509,3152,Victoria,Australia,10,08501,Kropf Trail
510,2026,NSW,Australia,12,12845,Paget Lane
511,2233,NSW,Australia,8,1,Vidon Pass
512,2027,NSW,Australia,11,590,Hayes Court
513,4208,QLD,Australia,8,49503,Sachtjen Circle
514,3124,Victoria,Australia,12,2595,Grover Drive
515,2211,NSW,Australia,9,3169,Old Gate Point
516,2564,NSW,Australia,8,90974,Chinook Parkway
517,4221,QLD,Australia,9,75790,Towne Avenue
518,2049,NSW,Australia,10,62,Northport Lane
519,3690,Victoria,Australia,5,84,Calypso Circle
520,3282,Victoria,Australia,2,81848,Amoth Road
521,2068,NSW,Australia,12,27230,7th Place
522,2261,NSW,Australia,8,1,Cordelia Alley
523,2576,NSW,Australia,10,80,Lakewood Street
524,2160,NSW,Australia,9,66834,Melby Way
525,3108,Victoria,Australia,10,35796,Buhler Plaza
526,2145,NSW,Australia,7,306,Longview Street
527,4165,QLD,Australia,5,39632,Michigan Park
528,2021,NSW,Australia,7,1038,Hayes Point
529,2218,NSW,Australia,11,46,Eastlawn Lane
530,3124,Victoria,Australia,12,12,Monument Alley
531,2145,NSW,Australia,7,64700,2nd Alley
532,2190,NSW,Australia,10,999,Huxley Hill
533,4211,QLD,Australia,7,311,Emmet Point
534,3170,Victoria,Australia,9,000,Jana Hill
535,2170,NSW,Australia,9,7671,Oak Valley Junction
536,3130,Victoria,Australia,10,8304,Derek Park
537,2337,NSW,Australia,6,8635,Cody Crossing
538,2307,NSW,Australia,4,20,Debs Road
